23475.466737662,22362.679331933,22353.350073931,22435.514196974,22429.757533346,22219.769070942,21718.079830432,20363.021111725,20187.243647616,20632.409629393,22163.949951915,24197.532997775,24746.074658848,24375.961357831,25052.789721748,27423.930634049,
22362.679331933,22353.350073931,22435.514196974,22429.757533346,22219.769070942,21718.079830432,20363.021111725,20187.243647616,20632.409629393,22163.949951915,24197.532997775,24746.074658848,24375.961357831,25052.789721748,27423.930634049,26965.879757027,
22353.350073931,22435.514196974,22429.757533346,22219.769070942,21718.079830432,20363.021111725,20187.243647616,20632.409629393,22163.949951915,24197.532997775,24746.074658848,24375.961357831,25052.789721748,27423.930634049,26965.879757027,28038.674946765,
22435.514196974,22429.757533346,22219.769070942,21718.079830432,20363.021111725,20187.243647616,20632.409629393,22163.949951915,24197.532997775,24746.074658848,24375.961357831,25052.789721748,27423.930634049,26965.879757027,28038.674946765,27767.236331826,
22429.757533346,22219.769070942,21718.079830432,20363.021111725,20187.243647616,20632.409629393,22163.949951915,24197.532997775,24746.074658848,24375.961357831,25052.789721748,27423.930634049,26965.879757027,28038.674946765,27767.236331826,28175.816835425,
22219.769070942,21718.079830432,20363.021111725,20187.243647616,20632.409629393,22163.949951915,24197.532997775,24746.074658848,24375.961357831,25052.789721748,27423.930634049,26965.879757027,28038.674946765,27767.236331826,28175.816835425,27307.436768413,
21718.079830432,20363.021111725,20187.243647616,20632.409629393,22163.949951915,24197.532997775,24746.074658848,24375.961357831,25052.789721748,27423.930634049,26965.879757027,28038.674946765,27767.236331826,28175.816835425,27307.436768413,28333.972711379,
20363.021111725,20187.243647616,20632.409629393,22163.949951915,24197.532997775,24746.074658848,24375.961357831,25052.789721748,27423.930634049,26965.879757027,28038.674946765,27767.236331826,28175.816835425,27307.436768413,28333.972711379,27493.285143623,
20187.243647616,20632.409629393,22163.949951915,24197.532997775,24746.074658848,24375.961357831,25052.789721748,27423.930634049,26965.879757027,28038.674946765,27767.236331826,28175.816835425,27307.436768413,28333.972711379,27493.285143623,27494.706878377,
20632.409629393,22163.949951915,24197.532997775,24746.074658848,24375.961357831,25052.789721748,27423.930634049,26965.879757027,28038.674946765,27767.236331826,28175.816835425,27307.436768413,28333.972711379,27493.285143623,27494.706878377,0,
22163.949951915,24197.532997775,24746.074658848,24375.961357831,25052.789721748,27423.930634049,26965.879757027,28038.674946765,27767.236331826,28175.816835425,27307.436768413,28333.972711379,27493.285143623,27494.706878377,0,0,
24197.532997775,24746.074658848,24375.961357831,25052.789721748,27423.930634049,26965.879757027,28038.674946765,27767.236331826,28175.816835425,27307.436768413,28333.972711379,27493.285143623,27494.706878377,0,0,0,
24746.074658848,24375.961357831,25052.789721748,27423.930634049,26965.879757027,28038.674946765,27767.236331826,28175.816835425,27307.436768413,28333.972711379,27493.285143623,27494.706878377,0,0,0,0,
24375.961357831,25052.789721748,27423.930634049,26965.879757027,28038.674946765,27767.236331826,28175.816835425,27307.436768413,28333.972711379,27493.285143623,27494.706878377,0,0,0,0,0,
25052.789721748,27423.930634049,26965.879757027,28038.674946765,27767.236331826,28175.816835425,27307.436768413,28333.972711379,27493.285143623,27494.706878377,0,0,0,0,0,0,
27423.930634049,26965.879757027,28038.674946765,27767.236331826,28175.816835425,27307.436768413,28333.972711379,27493.285143623,27494.706878377,0,0,0,0,0,0,0,
26965.879757027,28038.674946765,27767.236331826,28175.816835425,27307.436768413,28333.972711379,27493.285143623,27494.706878377,0,0,0,0,0,0,0,0,
28038.674946765,27767.236331826,28175.816835425,27307.436768413,28333.972711379,27493.285143623,27494.706878377,0,0,0,0,0,0,0,0,0,
27767.236331826,28175.816835425,27307.436768413,28333.972711379,27493.285143623,27494.706878377,0,0,0,0,0,0,0,0,0,0,
28175.816835425,27307.436768413,28333.972711379,27493.285143623,27494.706878377,0,0,0,0,0,0,0,0,0,0,0,
27307.436768413,28333.972711379,27493.285143623,27494.706878377,0,0,0,0,0,0,0,0,0,0,0,0,
28333.972711379,27493.285143623,27494.706878377,0,0,0,0,0,0,0,0,0,0,0,0,0,
27493.285143623,27494.706878377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
27494.706878377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
