81.8303,81.65,81.92,81.18,81.45,80.69,80.71,81.1909,82.518,82.5625,81.26,81.29,79.81,78.57,78.34,79.57,
81.65,81.92,81.18,81.45,80.69,80.71,81.1909,82.518,82.5625,81.26,81.29,79.81,78.57,78.34,79.57,78.54,
81.92,81.18,81.45,80.69,80.71,81.1909,82.518,82.5625,81.26,81.29,79.81,78.57,78.34,79.57,78.54,80.44,
81.18,81.45,80.69,80.71,81.1909,82.518,82.5625,81.26,81.29,79.81,78.57,78.34,79.57,78.54,80.44,78.969,
81.45,80.69,80.71,81.1909,82.518,82.5625,81.26,81.29,79.81,78.57,78.34,79.57,78.54,80.44,78.969,79.61,
80.69,80.71,81.1909,82.518,82.5625,81.26,81.29,79.81,78.57,78.34,79.57,78.54,80.44,78.969,79.61,80.626,
80.71,81.1909,82.518,82.5625,81.26,81.29,79.81,78.57,78.34,79.57,78.54,80.44,78.969,79.61,80.626,79.36,
81.1909,82.518,82.5625,81.26,81.29,79.81,78.57,78.34,79.57,78.54,80.44,78.969,79.61,80.626,79.36,79.26,
82.518,82.5625,81.26,81.29,79.81,78.57,78.34,79.57,78.54,80.44,78.969,79.61,80.626,79.36,79.26,79.94,
82.5625,81.26,81.29,79.81,78.57,78.34,79.57,78.54,80.44,78.969,79.61,80.626,79.36,79.26,79.94,0,
81.26,81.29,79.81,78.57,78.34,79.57,78.54,80.44,78.969,79.61,80.626,79.36,79.26,79.94,0,0,
81.29,79.81,78.57,78.34,79.57,78.54,80.44,78.969,79.61,80.626,79.36,79.26,79.94,0,0,0,
79.81,78.57,78.34,79.57,78.54,80.44,78.969,79.61,80.626,79.36,79.26,79.94,0,0,0,0,
78.57,78.34,79.57,78.54,80.44,78.969,79.61,80.626,79.36,79.26,79.94,0,0,0,0,0,
78.34,79.57,78.54,80.44,78.969,79.61,80.626,79.36,79.26,79.94,0,0,0,0,0,0,
79.57,78.54,80.44,78.969,79.61,80.626,79.36,79.26,79.94,0,0,0,0,0,0,0,
78.54,80.44,78.969,79.61,80.626,79.36,79.26,79.94,0,0,0,0,0,0,0,0,
80.44,78.969,79.61,80.626,79.36,79.26,79.94,0,0,0,0,0,0,0,0,0,
78.969,79.61,80.626,79.36,79.26,79.94,0,0,0,0,0,0,0,0,0,0,
79.61,80.626,79.36,79.26,79.94,0,0,0,0,0,0,0,0,0,0,0,
80.626,79.36,79.26,79.94,0,0,0,0,0,0,0,0,0,0,0,0,
79.36,79.26,79.94,0,0,0,0,0,0,0,0,0,0,0,0,0,
79.26,79.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
79.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
